site	CL	Q	A
화성	CL4	Q4	"우리팀 업의 특성상 여러 부서와 밀접하게 일하고 있고, 그러다보니 부서간 마찰이 생기고 애매한일을 떠안는 경우가 많이 있습니다. 

불필요한 부서간 감정 싸움과 애매한 일을 많이 하다보니 업무 만족도와 팀의 위상이 낮아지는 경우가 있다고 생각합니다. 

최근 정책연구반이 생겨서 부서간 R&R 을 규정해주고 있어서 개선된것은 사실이나 더많이 일해주시면 좋겠고,  PL/임원 들도 많은 업무를 떠안기 보다는

우리가 해야할일이 아닌경우는 앞장서서 거부하고 엔지니어 편을 들어 주시면 좋을거 같습니다."
화성	CL2	Q4	"일을 하기전 효율적으로 할 수 있는 방안을 최대한 모색하고 안해도 되는 일은 하지 않도록 해야 합니다.

그리고 무엇보다 이 일을 왜 해야 하는지 다른 방법은 없는지 충분히 공유가 된 이후에 일이 진행되어야 합니다. 

그저 빨리 그저 열심히가 아니라 자동화 시스템화 하려면 여러사람의 아이디어가 모여야 하고 투자도 되어야 합니다.

그리고 교육이 중요합니다. 지금까지 주먹구구식으로 알아서 찾아서 알아서 보고 하게 되면 크게 달라지지 않습니다.

대부분은 본인의 성과 본인이 남들보다 잘나가면 되기에 굳이 누군가를 가르치려 하거나 자신의 기술을 이전하려 하지 않습니다. 

교육하는 사람에게도 성과와 보상이 충분히 주어져야 그나마 전달이 될 수 있을 듯 합니다."
온양	CL2	Q4	바로 해결은 어렵겠지만, 해결하고자 하는 노력/의지가 보인다면 팀원들도 수긍하고 변화를 기다려줄 수 있을 것 같다.
온양	CL2	Q4	PE팀이 좋기 때문에, PE팀 내에서의 부서 이동 뿐이라고 생각함
온양	CL3	Q4	"일단 업무 강도 차이는 윗분들도 다 알고 있을거라고 봅니다. 모르시면 그게 더 큰 문제겠죠. 조직 관리가 안되고 있다는 방증이니.

그럼 이걸 어떻게 해결할거냐면 제품 <-> 제품의 순환은 좀 힘들어도 제품 <-> 연구반의 순환이 활성화 되어야 합니다. 

모두 알고 있는것 처럼 제품 PJT간 차이도 있지만 연구반의 업무 강도가 상대적으로 많이 약한데 제품 인력은 계속 제품만 하고

연구반 인력은 계속 연구반 소속이니 상대적 박탈감을 느끼는 경우가 많죠. 이걸 몇년 주기로 순환을 해야 하는데 임원급이 바뀌면 또 흐지부지 되겠죠. 

그래서 차라리 팀을 바꾸는 잡포 인력이 더 많아지고 있다고 봅니다. 그러니 아예 순환에 대한 체계화를 해서 제도화 하는게 좋지 않을까 합니다. 

팀 위상은 팀 특성 부분이라 딱히 해결책은 없고 타부서 요청 사항에 대해 맺고 끊음을 명확히 하고 우리부서부터 챙기는 이기심도 필요하지 않을까 합니다."
온양	CL4	Q4	"팀을 쪼갤 때가 왔습니다.  

사람이 많아지면서 다양한 요구를 한 그릇에 담을 상황이 아닙니다 ."
화성	CL4	Q4	..
화성	CL2	Q4	.
온양	CL3	Q4	화성과 온양의 업무는 다른거 같은데, 늘 온양은 틀렸다고 하는거 같아요. 다른 부서로 갈라설 수 없다면, 다름을 좀 인정해주는건 어떨까요.
온양	CL3	Q4	"Site 불만에 대한 해결책은 2가지 밖에 없어보입니다.

1) Site를 통합해서 문제의 원인을 제거

2) 온양 Site 근무를 했을 때의 명확한 베네핏을 제시"
화성	CL2	Q4	"EDS와 PKG사이에 업무량 차이가 많이 있는데....직무 순환을 해서 밸런싱 해주거나...안된다면 차별화해서 보상이나 대우해주세요!!!

 업무량 많은거 어쩔수없는데 대신 그만큼 다르게 받겠다는데... 거기에 불만을 갖는 사람이 있다면 그게 나쁜겁니다"
온양	CL4	Q4	부서간 r&r,  양산환경에 대한 engr분석환경 개선 (분석실 확보, 양산라인에 들어가지 않고 분석할수있게 설비할당/시료 contact등  -> 제조 협조 필요)
화성	CL4	Q4	이번 설문조사에서 가장 이슈가 많은 부분(3가지)에 대해 워크샵을 통한 공동의 해결책을 도출하고, 신중히 검토하여 실제로 개선 반영했으면 좋겠다.(이해관계에서 손해 보는 사람이 있을 수도 있음)
온양	CL4	Q4	양산 업무, 기술 업무 등 영역이 다름을 인정해주었으면 좋겠음. 각 팀원들이 하는 업무에 대해 미래를 그릴 수 있었으면 좋겠음. 열심히 해서 나중에 PTL되고 임원이 되어라 라는 것 보다, 현실적으로 5년, 10년, 20년 후에 어떻게 발전할 수 있을지 보여주었으면 함. 특히 온양 site 는 PKG 양산 업무에 특화하여  발전했으면 좋겠음.
화성	CL2	Q4	프로젝트 이동의 선순환
온양	CL2	Q4	"1. 팀 내부에서 이루어지는 잡포스팅

2. 화성으로 근무지 이동"
화성	CL4	Q4	부서간 R&R 명확한 구분 정의 및 SOP화
화성	CL2	Q4	"팀 내 잡 포스팅 등 팀 내에서 PJT 단위로 이동할 수 있는 제도를 강력히 추천합니다. PL/TL님들의 반발이 심하겠지만 팀을 떠나기로 마음먹은 사람들에게 마지막 희망 같은 시스템이 될 수 있을 것 같습니다.

만약 특정 조직에서 잡 포스팅 이동 요청 인원 비율이 높다면, 해당 조직의 조직 문화에 대해 어느 정도 파악할 수 있는 근거가 될 수 있을 것 같습니다."
화성	CL4	Q4	.
온양	CL2	Q4	.
온양	CL2	Q4	팀 내부적으로 화성/온양 근무지를 변경할 수 있는 정책을 만들거나 또는 순환할 수 있는 제도를 만드는 것을 제안합니다.
화성	CL2	Q4	불만이 있다면, 그 상황에 대해 적극적인 상황대처와 공감이 가능하며 현실적인 건의를 발의하는 것이라고 생각합니다.
화성	CL4	Q4	팀에 대한 팀원의 소속감이 부족해보임.
화성	CL2	Q4	없음
화성	CL4	Q4	성과를 더 내기 위해 팀 역할의 스펙트럼을 넓히면 넓힐수록, 더더욱 힘들어지는 것 같다.
온양	CL2	Q4	현재 온양에 근무하고 있는 동료들 중 근무지로 인한 스트레스를 받는 인원들이 매우 많은 것으로 알고 있습니다. 온양 인원들의 평택 사업장 이동도 하나의 대안이 될 수 있을 거라 생각합니다.
화성	CL3	Q4	"온양 화성 팀 쪼개기

또는 화성으로 다 올리기"
화성	CL3	Q4	"보통 프로젝트 상사 분들이 한 주의 일을 진행하거나 할 때, 각 일마다 예상 되는 시간을 설정하고 그에 맞게 끔 대략적인 한 주 계획을 세워야 한다고 생각합니다. (중간 중간에 들어오는 일들은 따로 추가)

이렇게 해야 한 프로젝트에서 각 구성원들에게 전체적인 일의 고른 분배(양적, 시간적으로)가 가능하고, 업무 시간 내에 최대한 끝낼 수 있게 하도록 할 수 있습니다. 

고르게 분배 되어있음에도 업무 시간 외 적인 시간이 많이 든다면, 그건 엔지니어 능력 부족 or 인력 부족 이므로 그에 맞게 끔 성장 유도 및 인력 보강을 시도 할 수 있습니다."
온양	CL2	Q4	"성과는 일만 잘해도 날 수 지만, 팀을 끈끈하고 오래 가게 하는 것은 경쟁속 승자와 패자를 나누는 것이 아니고  서로 손잡고 같이가는 문화가 아닐까요?  요즘 JOB POST 로 팀의 이동이 좀더 수월해 졌지만, 업무에 익숙한 동료가 나가는 것에 대한 부담은 남아있는 사람들의 몫이 될 것 입니다. 사람의 마음을 우선으로 하는 문화가  정착이 되면 좋겠습니다. 

1) 말 조심 안하는 사람들 / 후배를 봉으로 아는 사람들 :  휴식 --> 심신안정 프로그램 --> 인성+소통교육 (티안나게... 전원이 하는걸로..?)   // 

2) 양산 업무 보상 : 제조팀이  양산 업무에 기여한 PE 팀 엔지니어 추천 제도 월별 OR 분기별 시행 (PE 팀에서 제조팀원에게 주는 협력상이 있듯이)"
온양	CL3	Q4	"PE의 위상을 높이는 일이 필요한데... 우선, 온양 기준으로 PE에서 주도적으로 업무(생산성 관련 업무/일정 등)를 진행했으면 합니다.

또한, 생산성 등의 업무를 진행함에 있어 제조의 눈치를 보는 위치가 아닌 요구하는 위치가 되었으면 합니다. (REJECT 취합 및 MERGE, 설비 CONTACT 등 사소한 업무도 제조에서 해줘야한다고 판단됩니다.)"
온양	CL2	Q4	근무 환경 차이로 빚어지는 상대적 박탈감에 대한 확실한 보상
화성	CL4	Q4	성과에 미래 가치 부분도 고려되어야 한다고 생각함.
온양	CL3	Q4	#NAME?
온양	CL2	Q4	없는 것 같습니다.
화성	CL2	Q4	직군별 팀 차원의 커리어 패스 개발
화성	CL2	Q4	꼼꼼하게 매니징하기보다는 엔지니어링하고 있는 부분이 무엇인지, 가장 재빠른 해결책은 무엇인지에 대한 인지와 모든 구성원은 각 업무에서의 분명한 목표 의식이 있어야 한다고 생각합니다. (예: 보고 ppt 작성 소요 시간을 줄이더라도 효율적이고 정확한 작업에 몰입할 수 있는 분위기 조성)
화성	CL2	Q4	관리자들이 S직군들이 하는 일에 대해서 잘 알았으면 좋겠음.
화성	CL2	Q4	팀에서 VOE를 자주 수집해서 타 팀에 불합리 한 부분에 대해서 목소리를 낼 수 있는 기회가 많았으면 좋겠습니다.
화성	CL2	Q4	"지도선배나 같은제품의 선배가 누구냐에 따라 PGM이나 제품, 평가내용에 대해 이해하고 있는 깊이의 차이가 너무 큽니다.

어느정도는 어쩔수 없겠지만, PE팀이면 기본적으로 알아야하는 내용들이지만 처음부터 설명해주려면 엄청오래걸리는 내용들의 경우에는 팀차원에서 따로 교육이 있었으면 좋겠습니다! (예를들면, 설비파형/기본적인 패턴교육 및 명령어)"
화성	CL2	Q4	불필요한 업무량을 줄이고, 퇴근 및 휴가 사용에 대해 자유로운 분위기 조성이 필요한 것 같다.
